car_name,brand,car_model,registration,model_year,transmission,body_type,fuel_type,engine_capacity,kilometers_run,price
Toyota Hiace GL Vvti Low Floor 2003,Toyota,Hiace,2005,2003,Automatic,MPV,"CNG, Octane",2000,274000,591600
Toyota Corolla xe salon 1999,Toyota,Corolla,2005,1999,Automatic,Saloon,"CNG, Octane",1331,87965,562600
Toyota Noah Smart. Push 2010,Toyota,Noah,2016,2010,Automatic,MPV,Octane,2000,73452,2170000
Toyota Probox DX 2004,Toyota,Probox,2006,2004,Automatic,Estate,"CNG, Octane",1300,65000,661200
Toyota Noah KR42 2006,Toyota,Noah,2010,2006,Automatic,MPV,"CNG, Octane",1800,77000,1044000
Hyundai Accent 2012,Hyundai,Accent,2013,2012,Automatic,Saloon,Octane,1400,52345,1426800
Toyota Hiace Ambulance 2013,Toyota,Hiace,2017,2013,Automatic,MPV,"CNG, Octane",2000,65000,1044000
Toyota Prado 2006,Toyota,Prado,2010,2006,Automatic,SUV / 4x4,"Petrol, CNG, Octane",2700,74567,4234000
Toyota Prius 2016,Toyota,Prius,2018,2016,Automatic,Saloon,Hybrid,1800,900000,3085600
Toyota Premio F EX 2015,Toyota,Premio,2017,2015,Automatic,Saloon,Octane,1500,37000,2784000
Toyota Allion G LED 2017,Toyota,Allion,2019,2017,Automatic,Saloon,Octane,1500,43000,3248000
Toyota Axio X Fielder 2011,Toyota,Axio,2015,2011,Automatic,Hatchback,Octane,1500,47000,1589200
Toyota C-HR 2018,Toyota,C-HR,2021,2018,Automatic,SUV / 4x4,"Hybrid, Octane",1800,65894,3944000
SsangYong Kyron 2015,SsangYong,Kyron,2017,2016,Automatic,SUV / 4x4,Diesel,2000,17252,2842000
Toyota Noah HV G LTD PUSH 1DP NS 2018,Toyota,Noah,2019,2018,Automatic,MPV,"Hybrid, Octane",1800,87000,2995000
Toyota Succeed UL 2003,Toyota,Succeed,2006,2003,Automatic,Estate,"CNG, Octane",1500,75314,710000
Toyota Allion MICA 2016,Toyota,Allion,2018,2016,Automatic,Saloon,Hybrid,1500,28000,3654000
Toyota Aqua G Package 2013,Toyota,Aqua,2015,2013,Automatic,Saloon,"Hybrid, Octane",1500,72300,1225000
Honda Grace 2016,Honda,Grace,2019,2016,Automatic,Saloon,"Hybrid, Octane",1500,27000,2784000
Toyota Allion A15 2008,Toyota,Allion,2010,2008,Automatic,Saloon,"CNG, Octane",1500,65825,1786400
Toyota Axio X 2012,Toyota,Axio,2019,2012,Automatic,Saloon,"Petrol, Octane",150,55000,1595000
Toyota RAV4 1999,Toyota,RAV4,2001,1999,Automatic,SUV / 4x4,Octane,2000,55000,986000
Nissan Bluebird octane drive 2005,Nissan,Bluebird,2008,2005,Automatic,Saloon,Octane,1500,75254,885500
Toyota Premio G 2013,Toyota,Premio,2016,2013,Automatic,Saloon,"Octane, LPG",1500,38400,2407000
Toyota Harrier 2018,Toyota,Harrier,2020,2018,Automatic,Saloon,"Petrol, Octane",2000,11000,9604800
Toyota Hiace . 2011,Toyota,Hiace,2014,2011,Automatic,Estate,"Petrol, CNG",2000,7500,2450000
Toyota Fielder X 2015,Toyota,Fielder,2016,2015,Automatic,Estate,Hybrid,1500,85000,1948800
Toyota TownAce Navan 1995,Toyota,TownAce,1996,1995,Manual,MPV,"CNG, Octane",1500,90000,371200
Toyota Allion G 2018,Toyota,Allion,2020,2018,Automatic,Saloon,Octane,1500,30000,3480000
Nissan Bluebird Sylphy 2012,Nissan,Bluebird,2018,2012,Automatic,Saloon,Octane,1500,79755,1680000
Toyota Carina Mira Road 1990,Toyota,Carina,1993,1990,Automatic,Saloon,"CNG, Octane",1600,298521,208800
Toyota Hiace Super gl 2014,Toyota,Hiace,2016,2014,Automatic,MPV,"CNG, Octane",2000,65199,3039200
Toyota Probox 2003,Toyota,Probox,2008,2007,Automatic,Estate,"CNG, Octane",1500,18000,649600
Toyota Corolla G 2003,Toyota,Corolla,2004,2003,Automatic,Saloon,"CNG, Octane",1500,104500,1044000
Toyota Noah X 2007,Toyota,Noah,2013,2007,Automatic,MPV,CNG,1800,110000,1485000
Toyota Premio FL 2016,Toyota,Premio,2019,2016,Automatic,Saloon,"Petrol, Octane",1500,34560,3248000
Toyota Axio X 2008,Toyota,Axio,2011,2008,Automatic,Saloon,"CNG, Octane",1496,85000,1554400
Toyota Hiace GL 2016,Toyota,Hiace,2019,2016,Automatic,MPV,"Petrol, Octane",2000,72330,3804800
Honda Vezel Z pack 2014,Honda,Vezel,2017,2014,Automatic,SUV / 4x4,"Hybrid, Octane",1500,55137,1950000
Toyota Prado tx 2014,Toyota,Prado,2017,2014,Automatic,SUV / 4x4,Octane,2700,35000,8584000
Toyota Harrier 2015,Toyota,Harrier,2018,2015,Automatic,SUV / 4x4,Octane,2000,29356,6954200
Toyota Fielder G 2016,Toyota,Fielder,2017,2016,Automatic,Estate,"Petrol, Hybrid, Octane",1500,33250,2088000
Toyota Succeed 2004,Toyota,Succeed,2008,2004,Automatic,Estate,"CNG, Octane",1500,54000,759800
Mazda Axela 2016,Mazda,Axela,2018,2016,Automatic,Saloon,"Petrol, Octane",1500,40000,2610000
Toyota Premio G Superior 2013,Toyota,Premio,2019,2013,Automatic,Saloon,"CNG, Octane",1500,73000,2250400
Toyota Kluger 2004,Toyota,Kluger,2008,2004,Automatic,SUV / 4x4,"CNG, Octane",2400,75000,1908200
Toyota Corolla X 2005,Toyota,Corolla,2010,2005,Automatic,Saloon,"CNG, Octane",1500,121000,1230000
Toyota C-HR G LED 2017,Toyota,C-HR,2020,2017,Automatic,SUV / 4x4,"Petrol, Hybrid, Octane",1800,18225,3596000
Toyota Corolla 2005,Toyota,Corolla,2007,2005,Automatic,Saloon,"Petrol, CNG",1500,25000,1102000
Toyota Premio F Ex 2017,Toyota,Premio,2018,2017,Automatic,Saloon,Octane,1500,28277,3555400
BMW X5 . 2015,BMW,X5,2021,2015,Automatic,SUV / 4x4,Octane,2979,60366,7950000
Nissan Bluebird G EDITION 2005,Nissan,Bluebird,2008,2005,Automatic,Saloon,Octane,1500,75300,1245000
Toyota Hiace Super GL 2014,Toyota,Hiace,2017,2014,Automatic,MPV,"CNG, Octane",2000,65000,3132000
Toyota Axio X 2010,Toyota,Axio,2013,2010,Automatic,Saloon,"CNG, Octane",1500,75000,1305000
Toyota Wish 7 Sitter (Sunroof) 2011,Toyota,Wish,2018,2011,Automatic,Estate,Octane,1800,65000,2330000
Kia Sportage 2004,Kia,Sportage,2006,2004,Automatic,SUV / 4x4,"Petrol, CNG",2700,68000,1102000
Toyota Allion G PLUS 2017,Toyota,Allion,2019,2017,Automatic,Saloon,Octane,1500,22948,3538000
Toyota Esquire 2015,Toyota,Esquire,2018,2015,Automatic,MPV,"Hybrid, Octane",1800,85000,3190000
Toyota Corolla Se Limited 1992,Toyota,Corolla,1997,1992,Automatic,Saloon,"CNG, Octane",1500,293000,417600
Toyota v6 1995,Toyota,Jeep,1999,1995,Automatic,MPV,Octane,3500,112255,1392000
Toyota Harrier 2015,Toyota,Harrier,2018,2015,Automatic,SUV / 4x4,"Petrol, Octane",2000,36058,6380000
Honda Vezel 2014,Honda,Vezel,2017,2014,Automatic,SUV / 4x4,"Hybrid, Octane",1500,55000,3016000
Suzuki Black 1993,Suzuki,Suzuki,1995,1993,Automatic,SUV / 4x4,"CNG, Octane",1600,72000,533600
Toyota Allion standard package 2013,Toyota,Allion,2016,2013,Automatic,Saloon,"CNG, Octane",1500,71247,2315000
Nissan Sunny G 2004,Nissan,Sunny,2008,2004,Automatic,Saloon,"CNG, Octane",1500,74698,858400
Nissan X-Trail 4WD 2017,Nissan,X-Trail,2017,2017,Automatic,SUV / 4x4,"Petrol, Hybrid, Octane",2000,34600,5568000
Honda Vezel RS Pacag Octan Drive 2016,Honda,Vezel,2016,2016,Automatic,Estate,Octane,1500,52314,2375000
Toyota Allion G 2018,Toyota,Allion,2022,2018,Automatic,Saloon,"Petrol, Octane",1500,32000,3619200
Nissan Bluebird 2006,Nissan,Bluebird,2009,2006,Automatic,Saloon,"CNG, Octane",1500,82000,1065000
Toyota Corona Premio 1996,Toyota,Corona,2001,1996,Automatic,Saloon,"CNG, Octane",1586,86025,574200
Toyota Corolla 2005,Toyota,Corolla,2014,2008,Automatic,Saloon,"CNG, Octane",1500,150000,1044000
Maruti Suzuki WagonR 2006,Maruti Suzuki,WagonR,2008,2006,Automatic,Saloon,Octane,1200,89000,429200
Toyota Hiace Diesel 2005,Toyota,Hiace,2007,2005,Manual,MPV,Diesel,2500,120000,1496400
Toyota Vista 1995,Toyota,Vista,2000,1995,Automatic,Saloon,"CNG, Octane",1830,70000,464000
Toyota Axio Fielder 2010,Toyota,Axio,2014,2010,Automatic,Estate,Octane,1500,55000,1583400
Toyota Harrier 2017,Toyota,Harrier,2020,2017,Automatic,SUV / 4x4,"Petrol, Hybrid, Octane",2500,46611,8062000
Toyota Mark II 1992,Toyota,Mark II,1997,1992,Automatic,Saloon,"CNG, Octane",2000,114000,179800
Toyota Fielder G. limited 2010,Toyota,Fielder,2013,2010,Automatic,Estate,Octane,1500,69000,1430000
Toyota Axio G 2007,Toyota,Axio,2010,2007,Automatic,Saloon,"CNG, Octane",1500,85000,1264400
Toyota Premio F Push Start 2007,Toyota,Premio,2008,2007,Automatic,Saloon,"CNG, Octane",1500,149000,1790000
Toyota Harrier 2002,Toyota,Harrier,2005,2002,Automatic,SUV / 4x4,"Petrol, Octane",2400,69000,2030000
Toyota Axio 2007,Toyota,Axio,2011,2007,Automatic,Saloon,"CNG, Octane",1500,77275,1194800
Toyota Corolla 2004,Toyota,Corolla,2006,2004,Automatic,Saloon,"Petrol, Octane",1500,79500,1090400
Toyota Probox 2005,Toyota,Probox,2010,2009,Automatic,Estate,"CNG, Octane",1500,178000,777200
Toyota Hilux 1992,Toyota,Hilux,1995,1992,Manual,Truck,Petrol,2200,202342,359600
Toyota Prado TX 2015,Toyota,Prado,2017,2015,Automatic,SUV / 4x4,"Petrol, Octane",2700,39056,10440000
Nissan Sunny 2004,Nissan,Sunny,2006,2004,Automatic,Saloon,Octane,1500,78554,759800
Toyota Premio G Package 2006,Toyota,Premio,2009,2006,Automatic,Saloon,"CNG, Octane",1500,68000,1484800
Nissan Bluebird SYLPHY 2005,Nissan,Bluebird,2010,2005,Automatic,Saloon,Octane,1500,154180,830000
Toyota Premio 2017,Toyota,Premio,2019,2019,Automatic,Saloon,Octane,1500,36000,3363998.84
Toyota Hiace Central AC 2005,Toyota,Hiace,2006,2005,Automatic,MPV,"CNG, Octane",2000,96000,1386200
Nissan Cefiro 2006,Nissan,Cefiro,2008,2006,Automatic,Saloon,"Petrol, Octane",2000,2400,1218000
Honda Vezel Non Hybrid 2014,Honda,Vezel,2019,2014,Automatic,SUV / 4x4,Octane,1500,49000,2285000
Toyota Vitz 2011,Toyota,Vitz,2013,2011,Automatic,Hatchback,Octane,1300,86000,1073000
Honda Civic in Metallic black 2021,Honda,Civic,2022,2021,Automatic,Saloon,Octane,1500,7000,4690000
Chery Car 2006,Chery,Chery,2008,2006,Automatic,Saloon,"Petrol, CNG",1500,72180,266800
Toyota Premio F Ex 2016,Toyota,Premio,2018,2016,Automatic,Saloon,Octane,1500,27000,3155200
Toyota Corolla wargon 1999,Toyota,Corolla,2001,1999,Automatic,Saloon,"Petrol, CNG, Octane",1331,96352,400200
Toyota Premio 2012,Toyota,Premio,2016,2012,Automatic,Saloon,"CNG, Octane",1500,78952,2064800
Toyota Premio G 2006,Toyota,Premio,2009,2006,Automatic,Saloon,Octane,1500,65850,1566000
Toyota Noah -X 2003,Toyota,Noah,2006,2003,Automatic,MPV,"CNG, Octane",2000,81000,1229600
Toyota Axio X 2014,Toyota,Axio,2018,2014,Automatic,Saloon,"CNG, Octane",1500,37800,1832800
Honda CR-V 1998,Honda,CR-V,2001,1998,Automatic,MPV,Octane,2000,78671,962800
Toyota Esquire 2016,Toyota,Esquire,2019,2016,Automatic,MPV,"Hybrid, Octane",1800,52000,3746800
Toyota Noah 2017,Toyota,Noah,2019,2017,Automatic,MPV,"Hybrid, Octane",1800,62543,3688800
Toyota Aqua 2015,Toyota,Aqua,2018,2015,Automatic,Hatchback,"Hybrid, Octane",1500,75104,2006800
Toyota Fielder 2014,Toyota,Fielder,2015,2014,Automatic,Hatchback,"Petrol, Octane",1500,34544,1738840
Toyota Axio X 2016,Toyota,Axio,2020,2016,Automatic,Saloon,"Petrol, Hybrid, Octane",1500,56000,2088000
Toyota Corolla x 2004,Toyota,Corolla,2006,2004,Automatic,Saloon,"Petrol, CNG",1300,72000,939600
Toyota Fielder G Edition 2005,Toyota,Fielder,2009,2005,Automatic,Estate,"CNG, Octane",1500,185000,1055600
Toyota ist 2004,Toyota,ist,2006,2004,Automatic,Hatchback,"Petrol, CNG, Octane",1300,50000,887400
Toyota Premio F EX 2015,Toyota,Premio,2019,2015,Automatic,Saloon,"Petrol, Octane",1500,49697,2749200
Toyota MR2 1997,Toyota,MR2,2001,1997,Automatic,Saloon,Octane,1500,55000,986000
Toyota Premio 2008,Toyota,Premio,2010,2008,Automatic,Saloon,"CNG, Octane",1500,86000,1200600
Toyota RAV4 2003,Toyota,RAV4,2005,2009,Automatic,SUV / 4x4,Octane,2000,56000,1334000
Toyota Noah X 2011,Toyota,Noah,2014,2011,Automatic,MPV,"Petrol, Octane",2000,52110,2528800
Mazda Axela 15S 2014,Mazda,Axela,2017,2014,Automatic,Saloon,"Octane, Other fuel type",1500,111000,2494000
Toyota Axio 2010,Toyota,Axio,2015,2010,Automatic,Saloon,"CNG, Octane",1500,58000,1502200
Toyota Premio f ex 2017,Toyota,Premio,2019,2017,Automatic,Saloon,Octane,1500,25000,3462600
Toyota RAV4 black 2005,Toyota,RAV4,2011,2005,Automatic,SUV / 4x4,Octane,2000,89000,1550000
Toyota Premio 2007,Toyota,Premio,2009,2007,Automatic,Saloon,Octane,1500,61000,1774800
Toyota Axio X 2007,Toyota,Axio,2012,2007,Automatic,Saloon,"CNG, Octane",1500,75000,1235400
Toyota Vitz 2011,Toyota,Vitz,2013,2011,Automatic,Hatchback,Octane,1329,71000,1218000
Toyota Harrier 2018,Toyota,Harrier,2020,2018,Automatic,SUV / 4x4,Hybrid,2500,21000,9164000
Toyota Noah X 2005,Toyota,Noah,2007,2005,Automatic,MPV,"Petrol, CNG, Octane",2000,78000,1328200
Mazda Axela 2016,Mazda,Axela,2017,2016,Automatic,Saloon,Hybrid,1500,68000,2610000
Toyota Corolla G 2006,Toyota,Corolla,2007,2006,Automatic,Saloon,"CNG, Octane",1500,76000,1264400
Toyota Harrier 2013,Toyota,Harrier,2016,2013,Automatic,SUV / 4x4,"Petrol, Octane",2000,28456,5220000
Toyota Probox GL 2003,Toyota,Probox,2007,2003,Automatic,Estate,"CNG, Octane",1300,84000,661200
Toyota Corolla g 2005,Toyota,Corolla,2009,2005,Automatic,Saloon,"CNG, Octane",1500,69000,1030000
Toyota Allion 2013,Toyota,Allion,2018,2013,Automatic,Saloon,"CNG, Octane",1800,78542,1844400
Toyota Sprinter 100 1992,Toyota,Sprinter,1995,1992,Automatic,Saloon,"CNG, Octane",1331,95000,324800
Toyota Premio G Superior 2014,Toyota,Premio,2019,2014,Automatic,Saloon,"Petrol, CNG, Octane",1500,50000,2644800
Toyota Noah 2016,Toyota,Noah,2018,2016,Automatic,SUV / 4x4,"Hybrid, Octane",1800,34560,2958000
Toyota Premio Ex 2017,Toyota,Premio,2019,2017,Automatic,Saloon,Octane,1500,19000,3770000
Honda Vezel 2015,Honda,Vezel,2018,2015,Automatic,MPV,Octane,1500,52000,2378000
Toyota Premio F 2006,Toyota,Premio,2009,2006,Automatic,Saloon,"CNG, Octane",1500,68573,1566000
Toyota Corolla 2004,Toyota,Corolla,2006,2004,Automatic,Saloon,"CNG, Octane",1500,54000,1113600
Toyota Hiace 2015,Toyota,Hiace,2018,2015,Automatic,MPV,"Petrol, Octane",2000,43675,2610000
Toyota Noah KR42 2005,Toyota,Noah,2007,2005,Automatic,MPV,Petrol,1800,49000,1798000
Toyota Noah X HID LTD 2013,Toyota,Noah,2014,2013,Automatic,MPV,"CNG, Octane",1996,62500,2627400
Honda Grace 2017,Honda,Grace,2019,2017,Automatic,Saloon,Hybrid,1500,30662,2378000
Toyota Allion 2015,Toyota,Allion,2017,2015,Automatic,Saloon,Octane,1500,77000,2778200
Toyota Fielder X 2011,Toyota,Fielder,2014,2011,Automatic,Hatchback,"CNG, Octane",1500,65000,1125200
Toyota Prius 2016,Toyota,Prius,2018,2016,Automatic,Hatchback,"Hybrid, Octane",1800,79000,3132000
Toyota Allion G PLUS 2016,Toyota,Allion,2020,2016,Automatic,Saloon,"Petrol, Octane",1500,26587,3364000
Toyota Premio FL Limited 2002,Toyota,Premio,2004,2002,Automatic,Saloon,"CNG, Octane",1500,63000,1310800
Toyota Allion A15 G+ 2010,Toyota,Allion,2013,2010,Automatic,Saloon,"CNG, Octane",1500,55056,2024200
Nissan Urvan Dx 2010,Nissan,Urvan,2010,2010,Manual,MPV,"CNG, Octane",2400,84652,1194800
Toyota Noah G 2016,Toyota,Noah,2018,2016,Automatic,Estate,"Hybrid, Octane",1800,77000,3538000
Toyota Axio 2016,Toyota,Axio,2019,2016,Automatic,Saloon,"Hybrid, Octane",1500,31804,1879200
Toyota Noah NOHA KR 42 2006,Toyota,Noah,2009,2006,Automatic,MPV,"CNG, Octane",1800,68580,1380400
Toyota Hiace 2005,Toyota,Hiace,2016,2010,Automatic,MPV,"CNG, Octane",2000,69000,1386200
Hyundai H1 2010,Hyundai,H1,2013,2010,Automatic,MPV,Octane,2400,65432,1832800
BMW 5 Series X5 2014,BMW,5 Series,2014,2014,Automatic,SUV / 4x4,Diesel,1996,19996,7300000
Toyota Hiace 2004,Toyota,Hiace,2011,2009,Automatic,MPV,"CNG, Octane",1998,283500,986000
Toyota Axio 2015,Toyota,Axio,2018,2015,Automatic,Saloon,"Hybrid, Octane",2015,90238,1983600
Toyota Premio F 2017,Toyota,Premio,2019,2017,Automatic,Saloon,Petrol,1500,25204,3248000
Toyota Axio 2010,Toyota,Axio,2012,2010,Automatic,Saloon,Octane,1500,62425,1479000
Toyota Allion A-15 G Limited 2012,Toyota,Allion,2017,2012,Automatic,Saloon,Octane,1500,38000,2430000
Toyota Probox 2003,Toyota,Probox,2004,2003,Automatic,Estate,"CNG, Octane",1500,68425,783000
Toyota Premio G Superior 2012,Toyota,Premio,2014,2012,Automatic,Saloon,"Petrol, CNG, Octane",1500,27000,2378000
Toyota Axio X 2008,Toyota,Axio,2010,2008,Automatic,Saloon,"CNG, Octane",1500,68352,1310800
Nissan X-Trail NT32 2016,Nissan,X-Trail,2019,2016,Automatic,SUV / 4x4,Octane,2000,67000,5394000
Toyota Allion A15 2002,Toyota,Allion,2004,2002,Automatic,Saloon,"Petrol, CNG, Octane",1500,95000,1119400
Toyota Prius 2016,Toyota,Prius,2019,2016,Automatic,Hatchback,"Hybrid, Octane",1800,34560,2436000
Toyota Corolla X Fielder 2004,Toyota,Corolla,2009,2004,Automatic,Saloon,"Octane, LPG",1500,70000,1110000
Honda Vezel Non Hybrid 2014,Honda,Vezel,2019,2014,Automatic,SUV / 4x4,Octane,1500,49000,2285000
Toyota Premio F EX 2018,Toyota,Premio,2023,2018,Automatic,Saloon,"Petrol, Octane",1500,31542,4234000
Honda City 2000,Honda,City,2002,2000,Automatic,Saloon,Octane,1500,75000,568400
Maruti Suzuki WagonR VXI 2004,Maruti Suzuki,WagonR,2006,2004,Manual,Saloon,"CNG, Octane",1061,73000,249400
Toyota Land Cruiser V8 2015,Toyota,Land Cruiser,2017,2015,Automatic,SUV / 4x4,Diesel,4500,36036,18560000
Toyota Premio 2005,Toyota,Premio,2009,2005,Automatic,Saloon,"CNG, Octane",1500,95000,1287600
Audi Q5 Quottro 2011,Audi,Q5,2011,2011,Automatic,SUV / 4x4,"Petrol, Octane",2000,21245,6380000
Toyota Corolla 100 LX LIMITED 1992,Toyota,Corolla,1994,1992,Automatic,Saloon,"Petrol, CNG",1331,160000,382800
Toyota Fielder 2004,Toyota,Fielder,2006,2004,Automatic,Hatchback,"CNG, Octane",150,63000,1148400
Toyota Axio X 2007,Toyota,Axio,2013,2007,Automatic,Saloon,"CNG, Octane",1500,75000,1264400
Toyota Premio FEX 2019,Toyota,Premio,2023,2019,Automatic,Saloon,"Petrol, Octane",1500,5000,4321000
Toyota Premio EX 2012,Toyota,Premio,2014,2012,Automatic,Saloon,"Octane, LPG",1500,39000,2378000
Toyota Axio 2016,Toyota,Axio,2018,2016,Automatic,Saloon,"Petrol, Hybrid, Octane",1500,69960,2273600
Nissan Dualis 2007,Nissan,Dualis,2009,2007,Automatic,SUV / 4x4,Octane,2000,67583,1600800
Toyota Axio fielder G packeg 2011,Toyota,Axio,2014,2011,Automatic,Estate,"CNG, Octane",1500,56000,1345600
Toyota Allion A15 2017,Toyota,Allion,2020,2017,Automatic,Saloon,"Petrol, Octane",1500,20000,3120400
Toyota Allion A15 2007,Toyota,Allion,2012,2007,Automatic,Saloon,"CNG, Octane",1500,56000,1785000
Toyota Hiace GL 2012,Toyota,Hiace,2015,2012,Automatic,MPV,"CNG, Octane",2000,75000,1531200
Toyota Prado TX 2015,Toyota,Prado,2017,2015,Automatic,SUV / 4x4,"Petrol, Octane",2700,33016,10382000
Toyota Corsa special edition 1994,Toyota,Corsa,1997,1994,Automatic,Saloon,"Petrol, CNG, Octane",1500,70000,260000
Mercedes-Benz 2016,Mercedes-Benz,GLA-Class,2017,2016,Automatic,SUV / 4x4,Octane,1600,10000,6090000
Toyota Hiace 2009,Toyota,Hiace,2011,2009,Automatic,MPV,"CNG, Octane",1998,56000,2088000
BMW X5 Xdrive 25d 2014,BMW,X5,2015,2014,Automatic,SUV / 4x4,Octane,1995,74100,7900000
Toyota Hiace GL 2017,Toyota,Hiace,2020,2017,Automatic,MPV,"Petrol, Octane",2000,90194,3920798.84
Toyota Premio G Superior 2011,Toyota,Premio,2014,2011,Automatic,Saloon,"CNG, Octane",1500,62000,2262000
Toyota Allion G 2016,Toyota,Allion,2021,2016,Automatic,Saloon,"Petrol, Octane",1500,28136,3654000
Toyota Noah HV G LTD PUSH 1DP NS 2018,Toyota,Noah,2020,2018,Automatic,MPV,"Hybrid, Octane",1800,81000,3240000
Toyota Allion G 2002,Toyota,Allion,2005,2002,Automatic,Saloon,"Petrol, Octane",1500,85271,1235400
Toyota Axio Hybrid New Shape 2015,Toyota,Axio,2021,2015,Automatic,Saloon,"Hybrid, Octane",1500,48730,1870000
Toyota Allion white 2004,Toyota,Allion,2009,2004,Automatic,Saloon,"CNG, Octane",1500,86000,1290000
BMW X5 2003,BMW,X5,2003,2003,Automatic,SUV / 4x4,Octane,4400,67672,3150000
Mitsubishi l300 2005,Mitsubishi,l300,2005,2005,Manual,MPV,"CNG, Octane",2000,85100,551000
Toyota Noah SI WXB HYBRID BLACK 2018,Toyota,Noah,2021,2018,Automatic,MPV,"Petrol, Hybrid, Octane",2000,25670,3400000
Toyota Noah X-GOOD CONDITION. 2002,Toyota,Noah,2007,2002,Automatic,MPV,"CNG, Octane",2000,78000,1135000
Toyota Harrier 2016,Toyota,Harrier,2019,2016,Automatic,SUV / 4x4,"Petrol, Octane",2000,22300,7654840
Toyota Hiace 2009,Toyota,Hiace,2015,2009,Automatic,Saloon,"CNG, Octane",2000,81000,1421000
Toyota Axio 2013,Toyota,Axio,2017,2013,Automatic,Saloon,"Hybrid, Octane",1500,29550,1687800
Suzuki Ritz 2011,Suzuki,Ritz,2013,2011,Manual,MPV,Octane,1200,89653,603200
BMW 3 Series 2003,BMW,3 Series,2003,2003,Automatic,Saloon,Octane,2000,51000,1550000
Toyota Esquire GI 2016,Toyota,Esquire,2017,2016,Automatic,MPV,Hybrid,1800,34300,3683000
Toyota Corolla 1989,Toyota,Corolla,1994,1990,Manual,Saloon,"CNG, Octane",1300,280000,278400
Toyota Noah X-Non Hybrid 2018,Toyota,Noah,2020,2018,Automatic,MPV,"Petrol, Octane",1800,41354,3500000
Toyota Rush 2015,Toyota,Rush,2019,2015,Automatic,Saloon,"CNG, Octane",1500,67000,1328200
Toyota Hiace GL 2016,Toyota,Hiace,2022,2016,Automatic,MPV,"Petrol, Octane",2000,39807,3306000
Toyota Allion A15 G+ 2010,Toyota,Allion,2012,2010,Automatic,Saloon,Octane,1500,52202,2001000
Toyota Corolla g 2005,Toyota,Corolla,2010,2005,Automatic,Estate,Octane,1500,55256,1183200
Toyota navana 1996,Toyota,navana,2000,1996,Manual,MPV,"Petrol, CNG",1800,75000,435000
Toyota Corolla 110 1997,Toyota,Corolla,1999,1997,Automatic,Saloon,"CNG, Octane",1500,56000,754000
Toyota Allion 2006,Toyota,Allion,2012,2008,Automatic,Saloon,"CNG, Octane",1500,78631,1403600
Toyota Fielder -X 2004,Toyota,Fielder,2008,2004,Automatic,Estate,"CNG, Octane",1500,75050,1107800
Toyota Allion A15 2009,Toyota,Allion,2011,2009,Automatic,Saloon,"Petrol, CNG",1500,75000,1966200
Mazda MPV 2005,Mazda,MPV,2010,2007,Automatic,MPV,"CNG, Octane",2000,50000,1102000
Suzuki Alto Ex 2011,Suzuki,Alto,2014,2011,Automatic,Hatchback,Octane,660,23500,684400
Toyota Premio F 2009,Toyota,Premio,2010,2009,Automatic,Saloon,"CNG, Octane",1500,65000,1966200
Toyota Probox GL 2003,Toyota,Probox,2005,2003,Automatic,Saloon,"Petrol, CNG, Octane",1500,65000,638000
Hyundai Tucson 2011,Hyundai,Tucson,2014,2011,Automatic,SUV / 4x4,"Petrol, Octane",2000,29698,1740000
Toyota Axio X Hid 2011,Toyota,Axio,2013,2011,Automatic,Saloon,Octane,1500,70206,1566000
Toyota Carina 1994,Toyota,Carina,2003,1999,Automatic,Saloon,"CNG, Octane",1500,136000,458200
Toyota Corolla X 2002,Toyota,Corolla,2007,2002,Automatic,Saloon,"CNG, Octane",1500,71000,985000
Toyota Hiace GL 2015,Toyota,Hiace,2017,2015,Automatic,MPV,Octane,2000,31950,2662200
Toyota Axio HYBRID 2016,Toyota,Axio,2019,2016,Automatic,Saloon,"CNG, Hybrid",1500,96000,2122800
Nissan X-Trail 2016,Nissan,X-Trail,2018,2016,Automatic,SUV / 4x4,Octane,2000,54434,4814000
Toyota Allion G 2007,Toyota,Allion,2010,2007,Automatic,Saloon,"CNG, Octane",1500,74000,1612400
Honda H-RV G 2019,Honda,H-RV,2020,2019,Automatic,SUV / 4x4,Octane,1500,9000,3816400
Toyota Hiace DX 2016,Toyota,Hiace,2017,2016,Automatic,MPV,Petrol,2000,59000,2691200
Toyota Fielder G 2016,Toyota,Fielder,2017,2016,Automatic,Hatchback,Hybrid,1500,35000,2262000
Toyota Corolla 2004,Toyota,Corolla,2008,2004,Automatic,Saloon,"CNG, Octane",1331,68425,1107800
Toyota Hiace 2015,Toyota,Hiace,2018,2015,Automatic,MPV,Petrol,2000,55000,3398800
Toyota Corolla G 2005,Toyota,Corolla,2008,2005,Automatic,Saloon,"CNG, Octane",1500,69000,1131000
Toyota Corolla 1990,Toyota,Corolla,2000,1995,Manual,Saloon,"CNG, Octane",1500,134000,313200
Kia 1994,Kia,Kia,1997,1994,Manual,SUV,Diesel,2400,3085,145000
Toyota Probox 2012,Toyota,Probox,2014,2012,Automatic,Estate,"Petrol, CNG, Octane",1500,63000,986000
Toyota Aqua 2013,Toyota,Aqua,2016,2013,Automatic,Hatchback,"Hybrid, Octane",1500,42000,1374600
Toyota Premio EX 2011,Toyota,Premio,2013,2011,Automatic,Saloon,Octane,1500,43000,2296800
Toyota Axio 2015,Toyota,Axio,2018,2015,Automatic,Saloon,"Hybrid, Octane",1500,36000,1914000
